Date,Average Temperature,AverageTemperatureUncertainty,Country
1960-06-01,28.413,0.42100000000000004,Cayman Islands
1965-06-01,27.989,0.44,Cayman Islands
1970-06-01,28.553,0.3670000000000001,Cayman Islands
1975-06-01,28.691,0.369,Cayman Islands
1980-06-01,28.793000000000006,0.268,Cayman Islands
1985-06-01,28.881,0.326,Cayman Islands
1990-06-01,28.594,0.256,Cayman Islands
1995-06-01,28.987,0.17600000000000002,Cayman Islands
2000-06-01,28.655,0.29600000000000004,Cayman Islands
2005-06-01,29.206,0.17300000000000001,Cayman Islands
2010-06-01,30.051,0.239,Cayman Islands
2013-06-01,28.393,0.7509999999999999,Cayman Islands
1950-06-01,25.537,0.374,Central African Republic
1955-06-01,24.713,0.272,Central African Republic
1960-06-01,25.388,0.311,Central African Republic
1965-06-01,25.222,0.256,Central African Republic
1970-06-01,25.707,0.284,Central African Republic
1975-06-01,25.33,0.272,Central African Republic
1980-06-01,25.631,0.38299999999999995,Central African Republic
1985-06-01,25.06,0.46,Central African Republic
1990-06-01,25.806,0.47200000000000003,Central African Republic
1995-06-01,25.992,0.261,Central African Republic
2000-06-01,25.498,0.21100000000000002,Central African Republic
2005-06-01,25.164,1.112,Central African Republic
2010-06-01,25.895,0.898,Central African Republic
2013-06-01,25.545,0.42100000000000004,Central African Republic
1950-06-01,30.756999999999998,0.536,Chad
1955-06-01,30.325,0.267,Chad
1960-06-01,31.38,0.29600000000000004,Chad
1965-06-01,30.326,0.445,Chad
1970-06-01,31.117,0.418,Chad
1975-06-01,30.944000000000006,0.318,Chad
1980-06-01,31.022,0.46,Chad
1985-06-01,31.291999999999998,0.40700000000000003,Chad
1990-06-01,31.285999999999998,0.625,Chad
1995-06-01,32.302,0.439,Chad
2000-06-01,31.079,0.64,Chad
2005-06-01,30.91,0.62,Chad
2010-06-01,32.187,0.35200000000000004,Chad
2013-06-01,30.934,0.564,Chad
1950-06-01,5.345,0.248,Chile
1955-06-01,4.688,0.306,Chile
1960-06-01,5.3260000000000005,0.332,Chile
1965-06-01,7.187,0.40700000000000003,Chile
1970-06-01,5.273,0.36,Chile
1975-06-01,6.132999999999999,0.34299999999999997,Chile
1980-06-01,5.643,0.129,Chile
1985-06-01,6.559,0.35200000000000004,Chile
1990-06-01,5.651,0.307,Chile
1995-06-01,5.64,0.365,Chile
2000-06-01,5.482,0.261,Chile
2005-06-01,5.452000000000001,0.35200000000000004,Chile
2010-06-01,5.652,0.243,Chile
2013-06-01,6.683,0.46799999999999997,Chile
1950-06-01,17.358999999999998,0.193,China
1955-06-01,17.75,0.23,China
1960-06-01,17.832,0.259,China
1965-06-01,17.677,0.46299999999999997,China
1970-06-01,17.249000000000002,0.287,China
1975-06-01,17.979,0.20600000000000002,China
1980-06-01,18.004,0.21600000000000005,China
1985-06-01,17.567999999999998,0.315,China
1990-06-01,18.192,0.228,China
1995-06-01,18.426,0.17600000000000002,China
2000-06-01,18.493,0.248,China
2005-06-01,19.03,0.198,China
2010-06-01,18.649,0.179,China
2013-06-01,18.636,0.23800000000000002,China
1950-06-01,26.022,0.665,Christmas Island
1955-06-01,25.294,0.455,Christmas Island
1960-06-01,25.966,0.461,Christmas Island
1965-06-01,25.977,0.45899999999999996,Christmas Island
1970-06-01,25.9,0.395,Christmas Island
1975-06-01,25.993,0.223,Christmas Island
1980-06-01,26.198,0.29100000000000004,Christmas Island
1985-06-01,26.293000000000006,0.737,Christmas Island
1990-06-01,26.3,0.298,Christmas Island
1995-06-01,26.375999999999998,0.237,Christmas Island
2000-06-01,26.227,0.20800000000000002,Christmas Island
2005-06-01,26.444000000000006,0.257,Christmas Island
2010-06-01,26.924,0.31,Christmas Island
2013-06-01,26.665,0.349,Christmas Island
1950-06-01,24.087,0.359,Colombia
1955-06-01,24.306,0.27,Colombia
1960-06-01,24.599,0.332,Colombia
1965-06-01,24.613000000000003,0.435,Colombia
1970-06-01,24.614,0.268,Colombia
1975-06-01,24.379,0.253,Colombia
1980-06-01,25.182,0.264,Colombia
1985-06-01,24.501,0.28600000000000003,Colombia
1990-06-01,25.067,0.39,Colombia
1995-06-01,25.032,0.2,Colombia
2000-06-01,24.891,0.278,Colombia
2005-06-01,25.492,0.324,Colombia
2010-06-01,25.267,0.32,Colombia
2013-06-01,25.5,0.321,Colombia
1950-06-01,24.596,0.436,Comoros
1955-06-01,24.443,0.23199999999999998,Comoros
1960-06-01,24.887,0.299,Comoros
1965-06-01,23.776,0.509,Comoros
1970-06-01,24.924,0.308,Comoros
1975-06-01,24.995,0.251,Comoros
1980-06-01,24.754,0.19899999999999998,Comoros
1985-06-01,24.62,0.556,Comoros
1990-06-01,25.158,0.41700000000000004,Comoros
1995-06-01,25.075,0.381,Comoros
2000-06-01,24.905,0.46799999999999997,Comoros
2005-06-01,25.856,0.271,Comoros
2010-06-01,26.26,0.325,Comoros
2013-06-01,25.133000000000006,0.609,Comoros
1950-06-01,23.282,0.282,Congo (Democratic Republic Of The)
1955-06-01,23.044,0.138,Congo (Democratic Republic Of The)
1960-06-01,23.481,0.376,Congo (Democratic Republic Of The)
1965-06-01,23.243,0.33899999999999997,Congo (Democratic Republic Of The)
1970-06-01,23.443,0.235,Congo (Democratic Republic Of The)
1975-06-01,23.208,0.196,Congo (Democratic Republic Of The)
1980-06-01,23.357,0.268,Congo (Democratic Republic Of The)
1985-06-01,23.351,0.299,Congo (Democratic Republic Of The)
1990-06-01,24.136,0.33299999999999996,Congo (Democratic Republic Of The)
1995-06-01,23.853,0.276,Congo (Democratic Republic Of The)
2000-06-01,23.83,0.237,Congo (Democratic Republic Of The)
2005-06-01,24.374,0.682,Congo (Democratic Republic Of The)
2010-06-01,24.213,0.598,Congo (Democratic Republic Of The)
2013-06-01,24.146,0.385,Congo (Democratic Republic Of The)
1950-06-01,24.62,0.21100000000000002,Congo
1955-06-01,23.807,0.149,Congo
1960-06-01,24.059,0.325,Congo
1965-06-01,24.255,0.474,Congo
1970-06-01,24.086,0.285,Congo
1975-06-01,24.099,0.278,Congo
1980-06-01,24.028,0.325,Congo
1985-06-01,23.963,0.23600000000000002,Congo
1990-06-01,24.342,0.295,Congo
1995-06-01,24.463,0.284,Congo
2000-06-01,24.276,0.299,Congo
2005-06-01,24.187,0.43799999999999994,Congo
2010-06-01,25.143,0.6829999999999999,Congo
2013-06-01,24.642,0.349,Congo
1950-06-01,25.549,0.244,Costa Rica
1955-06-01,26.049,0.6609999999999999,Costa Rica
1960-06-01,25.957,0.341,Costa Rica
1965-06-01,26.181,0.65,Costa Rica
1970-06-01,26.184,0.89,Costa Rica
1975-06-01,25.957,0.34299999999999997,Costa Rica
1980-06-01,26.478,0.26,Costa Rica
1985-06-01,26.21,0.287,Costa Rica
1990-06-01,26.668000000000006,0.381,Costa Rica
1995-06-01,26.392,0.622,Costa Rica
2000-06-01,26.1,0.272,Costa Rica
2005-06-01,26.559,0.331,Costa Rica
2010-06-01,26.435,0.385,Costa Rica
2013-06-01,26.266,0.28300000000000003,Costa Rica
1950-06-01,21.495,0.4,Croatia
1955-06-01,19.012,0.316,Croatia
1960-06-01,19.901,0.42,Croatia
1965-06-01,19.347,0.44799999999999995,Croatia
1970-06-01,20.288,0.364,Croatia
1975-06-01,18.608,0.179,Croatia
1980-06-01,18.55,0.33899999999999997,Croatia
1985-06-01,18.135,0.275,Croatia
1990-06-01,19.558,0.41600000000000004,Croatia
1995-06-01,18.761,0.182,Croatia
2000-06-01,21.831,0.413,Croatia
2005-06-01,20.305,0.299,Croatia
2010-06-01,20.591,0.252,Croatia
2013-06-01,20.418,0.29,Croatia
1950-06-01,27.084,0.22699999999999998,Cuba
1955-06-01,27.039,0.34299999999999997,Cuba
1960-06-01,27.035,0.33899999999999997,Cuba
1965-06-01,26.719,0.461,Cuba
1970-06-01,27.239,0.342,Cuba
1975-06-01,27.5,0.27699999999999997,Cuba
1980-06-01,27.659,0.28,Cuba
1985-06-01,27.673000000000002,0.358,Cuba
1990-06-01,27.558000000000003,0.318,Cuba
1995-06-01,27.783,0.317,Cuba
2000-06-01,27.52,0.47200000000000003,Cuba
2005-06-01,27.984,0.239,Cuba
2010-06-01,28.743000000000002,0.282,Cuba
2013-06-01,27.491,0.395,Cuba
1950-06-01,27.613000000000003,0.5660000000000001,Curaçao
1955-06-01,27.95,0.728,Curaçao
1960-06-01,28.56,0.376,Curaçao
1965-06-01,27.985,0.324,Curaçao
1970-06-01,28.839,0.405,Curaçao
1975-06-01,28.408,0.835,Curaçao
1980-06-01,28.961,0.242,Curaçao
1985-06-01,28.356,0.431,Curaçao
1990-06-01,28.772,0.32,Curaçao
1995-06-01,29.247,0.308,Curaçao
2000-06-01,28.305,0.337,Curaçao
2005-06-01,29.521,0.5379999999999999,Curaçao
2010-06-01,29.422,0.4320000000000001,Curaçao
2013-06-01,29.191,0.5379999999999999,Curaçao
1950-06-01,23.962,0.315,Cyprus
1955-06-01,25.596,0.172,Cyprus
1960-06-01,24.048,0.305,Cyprus
1965-06-01,25.11,0.535,Cyprus
1970-06-01,24.096,0.308,Cyprus
1975-06-01,23.994,0.532,Cyprus
1980-06-01,23.925,0.4920000000000001,Cyprus
1985-06-01,24.138,0.28800000000000003,Cyprus
1990-06-01,24.006,0.365,Cyprus
1995-06-01,25.430999999999997,0.23800000000000002,Cyprus
2000-06-01,25.79,0.271,Cyprus
2005-06-01,24.555999999999997,0.24,Cyprus
2010-06-01,25.214,0.209,Cyprus
2013-06-01,25.339,0.825,Cyprus
1950-06-01,17.816,0.336,Czech Republic
1955-06-01,15.137999999999998,0.162,Czech Republic
1960-06-01,16.392999999999994,0.265,Czech Republic
1965-06-01,16.115,0.455,Czech Republic
1970-06-01,16.977999999999998,0.276,Czech Republic
1975-06-01,15.177,0.294,Czech Republic
1980-06-01,15.217,0.304,Czech Republic
1985-06-01,13.791999999999998,0.254,Czech Republic
1990-06-01,15.975999999999999,0.28800000000000003,Czech Republic
1995-06-01,15.066999999999998,0.15,Czech Republic
2000-06-01,17.828,0.314,Czech Republic
2005-06-01,16.563,0.203,Czech Republic
2010-06-01,17.026999999999994,0.243,Czech Republic
2013-06-01,16.599,0.218,Czech Republic
1950-06-01,15.36,0.223,Denmark (Europe)
1955-06-01,13.231,0.309,Denmark (Europe)
1960-06-01,15.4,0.365,Denmark (Europe)
1965-06-01,14.449000000000002,0.545,Denmark (Europe)
1970-06-01,17.01,0.254,Denmark (Europe)
1975-06-01,14.624,0.349,Denmark (Europe)
1980-06-01,15.285,0.092,Denmark (Europe)
1985-06-01,13.791,0.48,Denmark (Europe)
1990-06-01,15.224,0.33399999999999996,Denmark (Europe)
1995-06-01,14.511,0.262,Denmark (Europe)
2000-06-01,14.55,0.237,Denmark (Europe)
2005-06-01,14.640999999999998,0.12,Denmark (Europe)
2010-06-01,14.751,0.217,Denmark (Europe)
2013-06-01,14.893,0.341,Denmark (Europe)
1950-06-01,-3.022,0.574,Denmark
1955-06-01,-4.021999999999999,0.535,Denmark
1960-06-01,-3.804,0.523,Denmark
1965-06-01,-5.1339999999999995,0.9840000000000001,Denmark
1970-06-01,-5.492999999999999,0.746,Denmark
1975-06-01,-4.776,0.7140000000000001,Denmark
1980-06-01,-4.726999999999999,0.701,Denmark
1985-06-01,-3.478,0.9590000000000001,Denmark
1990-06-01,-2.434,0.423,Denmark
1995-06-01,-3.279,0.376,Denmark
2000-06-01,-3.236,1.181,Denmark
2005-06-01,-2.679,0.4270000000000001,Denmark
2010-06-01,-2.889,0.426,Denmark
2013-06-01,-3.1009999999999995,1.129,Denmark
1950-06-01,31.595,0.391,Djibouti
1955-06-01,32.436,0.7440000000000001,Djibouti
1960-06-01,32.144,1.125,Djibouti
1965-06-01,32.152,0.899,Djibouti
1970-06-01,32.66,0.606,Djibouti
1975-06-01,32.336,1.273,Djibouti
1980-06-01,33.506,0.9990000000000001,Djibouti
1985-06-01,31.622,0.622,Djibouti
1990-06-01,32.838,0.659,Djibouti
1995-06-01,32.269,1.518,Djibouti
2000-06-01,33.606,0.895,Djibouti
2005-06-01,32.964,0.852,Djibouti
2010-06-01,33.766999999999996,0.537,Djibouti
2013-06-01,33.041,1.351,Djibouti
1950-06-01,26.660999999999998,0.335,Dominica
1955-06-01,27.324,0.541,Dominica
1960-06-01,27.891,0.24100000000000002,Dominica
1965-06-01,27.093000000000004,0.34700000000000003,Dominica
1970-06-01,27.355999999999998,0.415,Dominica
1975-06-01,27.488000000000003,0.28800000000000003,Dominica
1980-06-01,27.928,0.298,Dominica
1985-06-01,27.38,0.337,Dominica
1990-06-01,27.604,0.484,Dominica
1995-06-01,28.24,0.40700000000000003,Dominica
2000-06-01,27.642,0.24,Dominica
2005-06-01,28.101,0.222,Dominica
2010-06-01,28.685,0.349,Dominica
2013-06-01,28.003,0.485,Dominica
1950-06-01,26.410999999999998,0.19399999999999998,Dominican Republic
1955-06-01,26.439,0.35,Dominican Republic
1960-06-01,26.961,0.386,Dominican Republic
1965-06-01,26.177,0.41600000000000004,Dominican Republic
1970-06-01,26.67,0.207,Dominican Republic
1975-06-01,27.129,0.305,Dominican Republic
1980-06-01,27.718000000000004,0.305,Dominican Republic
1985-06-01,27.118,0.369,Dominican Republic
1990-06-01,27.37,0.324,Dominican Republic
1995-06-01,27.494,0.38,Dominican Republic
2000-06-01,27.245,0.368,Dominican Republic
2005-06-01,27.511,0.39399999999999996,Dominican Republic
2010-06-01,27.625,0.24600000000000002,Dominican Republic
2013-06-01,27.322,0.43,Dominican Republic
1950-06-01,20.709000000000003,0.465,Ecuador
1955-06-01,20.984,0.44,Ecuador
1960-06-01,21.450000000000006,0.374,Ecuador
1965-06-01,22.028000000000002,0.674,Ecuador
1970-06-01,21.5,0.27699999999999997,Ecuador
1975-06-01,21.277,0.28600000000000003,Ecuador
1980-06-01,22.292,0.168,Ecuador
1985-06-01,21.60100000000001,0.35200000000000004,Ecuador
1990-06-01,22.332,0.406,Ecuador
1995-06-01,22.489,0.195,Ecuador
2000-06-01,21.763,0.27399999999999997,Ecuador
2005-06-01,22.048000000000002,0.439,Ecuador
2010-06-01,22.364,0.304,Ecuador
2013-06-01,21.933000000000003,0.542,Ecuador
1950-06-01,28.84,0.428,Egypt
1955-06-01,30.361,0.278,Egypt
1960-06-01,29.127,0.41600000000000004,Egypt
1965-06-01,30.66,0.514,Egypt
1970-06-01,28.492,0.316,Egypt
1975-06-01,28.978,0.364,Egypt
1980-06-01,29.698,0.316,Egypt
1985-06-01,30.367,0.413,Egypt
1990-06-01,29.298000000000002,0.252,Egypt
1995-06-01,31.842,0.297,Egypt
2000-06-01,29.176,0.743,Egypt
2005-06-01,30.006,0.21899999999999997,Egypt
2010-06-01,31.498,0.27699999999999997,Egypt
2013-06-01,30.269000000000002,0.835,Egypt
1950-06-01,25.095,0.253,El Salvador
1955-06-01,25.775,0.429,El Salvador
1960-06-01,25.422,0.311,El Salvador
1965-06-01,25.463,0.65,El Salvador
1970-06-01,25.749000000000002,0.327,El Salvador
1975-06-01,26.034000000000002,0.29,El Salvador
1980-06-01,26.007,0.289,El Salvador
1985-06-01,25.879,0.27399999999999997,El Salvador
1990-06-01,26.145,0.588,El Salvador
1995-06-01,26.378,0.363,El Salvador
2000-06-01,25.577,0.331,El Salvador
2005-06-01,26.006,0.419,El Salvador
2010-06-01,25.832,0.5379999999999999,El Salvador
2013-06-01,25.762,0.638,El Salvador
1950-06-01,24.99,0.139,Equatorial Guinea
1955-06-01,24.324,0.12,Equatorial Guinea
1960-06-01,24.303,0.26899999999999996,Equatorial Guinea
1965-06-01,24.496,0.444,Equatorial Guinea
1970-06-01,24.5,0.287,Equatorial Guinea
1975-06-01,24.23,0.158,Equatorial Guinea
1980-06-01,24.463,0.278,Equatorial Guinea
1985-06-01,24.224,0.644,Equatorial Guinea
1990-06-01,24.97900000000001,0.47700000000000004,Equatorial Guinea
1995-06-01,24.705,0.361,Equatorial Guinea
2000-06-01,24.568,0.254,Equatorial Guinea
2005-06-01,24.517000000000003,0.612,Equatorial Guinea
2010-06-01,25.052000000000003,0.405,Equatorial Guinea
2013-06-01,24.622,0.369,Equatorial Guinea
1950-06-01,29.886,0.591,Eritrea
1955-06-01,29.951,0.628,Eritrea
1960-06-01,30.084,0.7170000000000001,Eritrea
1965-06-01,30.055,0.812,Eritrea
1970-06-01,30.228,0.424,Eritrea
1975-06-01,29.065,0.326,Eritrea
1980-06-01,30.072,0.6609999999999999,Eritrea
1985-06-01,28.976,0.249,Eritrea
1990-06-01,30.379,0.674,Eritrea
1995-06-01,30.383000000000006,0.706,Eritrea
2000-06-01,30.825,0.561,Eritrea
2005-06-01,30.498,0.27899999999999997,Eritrea
2010-06-01,31.087,0.428,Eritrea
2013-06-01,30.325,0.5579999999999999,Eritrea
1950-06-01,14.696,0.431,Estonia
1955-06-01,12.711,0.386,Estonia
1960-06-01,16.227999999999998,0.303,Estonia
1965-06-01,15.272,0.597,Estonia
1970-06-01,16.29,0.408,Estonia
1975-06-01,14.380999999999998,0.377,Estonia
1980-06-01,17.277,0.35600000000000004,Estonia
1985-06-01,14.228,0.56,Estonia
1990-06-01,14.842,0.376,Estonia
1995-06-01,17.95,0.257,Estonia
2000-06-01,14.569,0.204,Estonia
2005-06-01,14.656,0.316,Estonia
2010-06-01,15.122,0.379,Estonia
2013-06-01,18.11,0.33299999999999996,Estonia
1950-06-01,23.184,0.703,Ethiopia
1955-06-01,23.806,0.583,Ethiopia
1960-06-01,23.763,0.701,Ethiopia
1965-06-01,23.93,0.441,Ethiopia
1970-06-01,24.36,0.37,Ethiopia
1975-06-01,23.437,0.344,Ethiopia
1980-06-01,24.373,0.363,Ethiopia
1985-06-01,23.256,0.254,Ethiopia
1990-06-01,24.169,0.531,Ethiopia
1995-06-01,24.117,0.47600000000000003,Ethiopia
2000-06-01,24.54300000000001,0.636,Ethiopia
2005-06-01,23.88600000000001,0.7070000000000001,Ethiopia
2010-06-01,24.675,0.493,Ethiopia
2013-06-01,24.424,0.6629999999999999,Ethiopia
1950-06-01,16.86,0.187,Europe
1955-06-01,15.108,0.19399999999999998,Europe
1960-06-01,16.858,0.299,Europe
1965-06-01,16.039,0.479,Europe
1970-06-01,16.820999999999998,0.264,Europe
1975-06-01,15.627,0.22,Europe
1980-06-01,15.865,0.198,Europe
1985-06-01,15.159,0.33899999999999997,Europe
1990-06-01,16.007,0.267,Europe
1995-06-01,16.525,0.149,Europe
2000-06-01,16.719,0.218,Europe
2005-06-01,16.721,0.149,Europe
2010-06-01,16.849,0.21899999999999997,Europe
2013-06-01,17.096,0.239,Europe
1950-06-01,4.308,0.461,Falkland Islands (Islas Malvinas)
1955-06-01,3.263,0.48700000000000004,Falkland Islands (Islas Malvinas)
1960-06-01,3.49,0.344,Falkland Islands (Islas Malvinas)
1965-06-01,5.182,1.412,Falkland Islands (Islas Malvinas)
1970-06-01,4.162,1.146,Falkland Islands (Islas Malvinas)
1975-06-01,3.778,0.428,Falkland Islands (Islas Malvinas)
1980-06-01,4.125,0.35,Falkland Islands (Islas Malvinas)
1985-06-01,3.876,0.871,Falkland Islands (Islas Malvinas)
1990-06-01,4.856,0.6629999999999999,Falkland Islands (Islas Malvinas)
1995-06-01,2.907,0.365,Falkland Islands (Islas Malvinas)
2000-06-01,4.647,0.324,Falkland Islands (Islas Malvinas)
2005-06-01,3.597,0.295,Falkland Islands (Islas Malvinas)
2010-06-01,5.12,0.297,Falkland Islands (Islas Malvinas)
2013-06-01,6.004,0.489,Falkland Islands (Islas Malvinas)
1950-06-01,9.313,0.268,Faroe Islands
1955-06-01,8.709999999999999,0.8079999999999999,Faroe Islands
1960-06-01,10.061,0.88,Faroe Islands
1965-06-01,8.834999999999997,0.878,Faroe Islands
1970-06-01,10.124,0.355,Faroe Islands
1975-06-01,7.858,0.37,Faroe Islands
1980-06-01,9.5,0.228,Faroe Islands
1985-06-01,8.277000000000001,0.562,Faroe Islands
1990-06-01,9.33,0.295,Faroe Islands
1995-06-01,9.153,0.396,Faroe Islands
2000-06-01,8.116999999999999,0.409,Faroe Islands
2005-06-01,9.127,0.212,Faroe Islands
2010-06-01,9.423,0.32299999999999995,Faroe Islands
2013-06-01,9.677999999999999,0.631,Faroe Islands
1950-06-01,27.334,0.605,Federated States Of Micronesia
1955-06-01,26.702,0.433,Federated States Of Micronesia
1960-06-01,27.268,0.424,Federated States Of Micronesia
1965-06-01,26.796,0.545,Federated States Of Micronesia
1970-06-01,27.286,0.5770000000000001,Federated States Of Micronesia
1975-06-01,27.045,0.33299999999999996,Federated States Of Micronesia
1980-06-01,27.424,0.201,Federated States Of Micronesia
1985-06-01,27.17,0.517,Federated States Of Micronesia
1990-06-01,27.329,0.306,Federated States Of Micronesia
1995-06-01,27.565,0.539,Federated States Of Micronesia
2000-06-01,27.753,0.838,Federated States Of Micronesia
2005-06-01,27.797,0.253,Federated States Of Micronesia
2010-06-01,27.913,0.828,Federated States Of Micronesia
2013-06-01,27.81900000000001,0.304,Federated States Of Micronesia
1950-06-01,25.339,0.27699999999999997,Fiji
1955-06-01,24.265,0.27699999999999997,Fiji
1960-06-01,24.55,0.295,Fiji
1965-06-01,23.697,0.7829999999999999,Fiji
1970-06-01,24.598000000000006,0.33899999999999997,Fiji
1975-06-01,24.658,0.145,Fiji
1980-06-01,23.691,0.271,Fiji
1985-06-01,23.892,0.266,Fiji
1990-06-01,24.502,0.364,Fiji
1995-06-01,24.267,0.20600000000000002,Fiji
2000-06-01,25.263,0.337,Fiji
2005-06-01,23.871,0.327,Fiji
2010-06-01,25.88,0.34600000000000003,Fiji
2013-06-01,25.101,0.337,Fiji
1950-06-01,13.069,0.248,Finland
1955-06-01,10.034,0.23600000000000002,Finland
1960-06-01,13.98,0.298,Finland
1965-06-01,12.588,0.501,Finland
1970-06-01,15.074000000000002,0.33899999999999997,Finland
1975-06-01,11.363,0.29,Finland
1980-06-01,15.713,0.21100000000000002,Finland
1985-06-01,12.302,0.39899999999999997,Finland
1990-06-01,12.393,0.295,Finland
1995-06-01,14.828,0.252,Finland
2000-06-01,12.702,0.212,Finland
2005-06-01,13.121,0.205,Finland
2010-06-01,11.941,0.27699999999999997,Finland
2013-06-01,15.724,0.34600000000000003,Finland
1950-06-01,19.057000000000002,0.198,France (Europe)
1955-06-01,16.578000000000007,0.214,France (Europe)
1960-06-01,17.755000000000006,0.293,France (Europe)
1965-06-01,16.507,0.522,France (Europe)
1970-06-01,17.989,0.212,France (Europe)
1975-06-01,15.979000000000001,0.265,France (Europe)
1980-06-01,15.135000000000002,0.19,France (Europe)
1985-06-01,15.637000000000002,0.318,France (Europe)
1990-06-01,16.212,0.262,France (Europe)
1995-06-01,16.270000000000003,0.18600000000000005,France (Europe)
2000-06-01,17.998,0.15,France (Europe)
2005-06-01,19.244,0.095,France (Europe)
2010-06-01,17.520000000000003,0.19399999999999998,France (Europe)
2013-06-01,16.328000000000007,0.287,France (Europe)
1950-06-01,19.878,0.27699999999999997,France
1955-06-01,17.811,0.25,France
1960-06-01,18.781,0.32299999999999995,France
1965-06-01,17.726,0.51,France
1970-06-01,19.017,0.245,France
1975-06-01,17.250999999999998,0.284,France
1980-06-01,16.735,0.22399999999999998,France
1985-06-01,17.022000000000002,0.33299999999999996,France
1990-06-01,17.586000000000002,0.29100000000000004,France
1995-06-01,17.652,0.2,France
2000-06-01,19.034,0.193,France
2005-06-01,20.242,0.131,France
2010-06-01,18.803,0.213,France
2013-06-01,17.75,0.295,France
1950-06-01,25.592,0.213,French Guiana
1955-06-01,25.751,0.35200000000000004,French Guiana
1960-06-01,25.657,0.402,French Guiana
1965-06-01,25.673,0.444,French Guiana
1970-06-01,25.88,0.379,French Guiana
1975-06-01,25.134,0.263,French Guiana
1980-06-01,26.431,0.233,French Guiana
1985-06-01,25.585,0.39399999999999996,French Guiana
1990-06-01,25.982,0.318,French Guiana
1995-06-01,26.286,0.266,French Guiana
2000-06-01,25.976,0.257,French Guiana
2005-06-01,27.284,0.315,French Guiana
2010-06-01,26.835,0.282,French Guiana
2013-06-01,26.619,0.251,French Guiana
1950-06-01,25.744000000000003,0.55,French Polynesia
1955-06-01,25.314,0.507,French Polynesia
1960-06-01,25.09800000000001,0.632,French Polynesia
1965-06-01,25.506,0.503,French Polynesia
1970-06-01,26.259,0.32899999999999996,French Polynesia
1975-06-01,25.834000000000003,0.315,French Polynesia
1980-06-01,25.845,0.28300000000000003,French Polynesia
1985-06-01,25.681,0.34600000000000003,French Polynesia
1990-06-01,26.38300000000001,0.609,French Polynesia
1995-06-01,26.263,0.3720000000000001,French Polynesia
2000-06-01,25.998,0.503,French Polynesia
2005-06-01,26.013,0.24600000000000002,French Polynesia
2010-06-01,26.35700000000001,0.44,French Polynesia
2013-06-01,26.347,0.335,French Polynesia
1950-06-01,1.85,1.1159999999999999,French Southern And Antarctic Lands
1955-06-01,2.765,0.637,French Southern And Antarctic Lands
1960-06-01,3.4130000000000003,1.431,French Southern And Antarctic Lands
1965-06-01,1.7269999999999999,0.6409999999999999,French Southern And Antarctic Lands
1970-06-01,2.947,1.138,French Southern And Antarctic Lands
1975-06-01,2.377,0.7859999999999999,French Southern And Antarctic Lands
1980-06-01,4.274,4.539,French Southern And Antarctic Lands
1985-06-01,2.687,0.956,French Southern And Antarctic Lands
1990-06-01,3.511,0.542,French Southern And Antarctic Lands
1995-06-01,3.089,0.7659999999999999,French Southern And Antarctic Lands
2000-06-01,3.1860000000000004,0.903,French Southern And Antarctic Lands
2005-06-01,3.656,0.7490000000000001,French Southern And Antarctic Lands
2010-06-01,3.885,1.58,French Southern And Antarctic Lands
2013-06-01,2.873,0.821,French Southern And Antarctic Lands
1950-06-01,24.292,0.126,Gabon
1955-06-01,23.472,0.10800000000000001,Gabon
1960-06-01,23.54000000000001,0.233,Gabon
1965-06-01,23.781,0.44,Gabon
1970-06-01,23.606,0.322,Gabon
1975-06-01,23.54600000000001,0.28300000000000003,Gabon
1980-06-01,23.405,0.245,Gabon
1985-06-01,23.403000000000002,0.382,Gabon
1990-06-01,24.006,0.32299999999999995,Gabon
1995-06-01,23.876,0.375,Gabon
2000-06-01,23.893,0.248,Gabon
2005-06-01,23.536,0.413,Gabon
2010-06-01,24.376,0.475,Gabon
2013-06-01,23.909000000000002,0.375,Gabon
1950-06-01,29.616,0.253,Gambia
1955-06-01,29.344,0.22399999999999998,Gambia
1960-06-01,29.685,0.419,Gambia
1965-06-01,29.161,0.718,Gambia
1970-06-01,30.239,0.45,Gambia
1975-06-01,30.066,0.667,Gambia
1980-06-01,29.711,0.195,Gambia
1985-06-01,29.663,0.852,Gambia
1990-06-01,30.004,0.249,Gambia
1995-06-01,30.586,0.376,Gambia
2000-06-01,29.51,0.758,Gambia
2005-06-01,30.3,0.7190000000000001,Gambia
2010-06-01,30.451999999999998,0.48700000000000004,Gambia
2013-06-01,30.449,0.32299999999999995,Gambia
1950-06-01,24.53,0.4320000000000001,Gaza Strip
1955-06-01,26.584,0.35700000000000004,Gaza Strip
1960-06-01,25.097,0.23399999999999999,Gaza Strip
1965-06-01,26.556,0.534,Gaza Strip
1970-06-01,25.002,0.231,Gaza Strip
1975-06-01,24.996,0.369,Gaza Strip
1980-06-01,25.794,0.447,Gaza Strip
1985-06-01,25.376,0.315,Gaza Strip
1990-06-01,25.339,0.408,Gaza Strip
1995-06-01,26.612,0.18100000000000002,Gaza Strip
2000-06-01,26.528,0.18,Gaza Strip
2005-06-01,25.437,0.23,Gaza Strip
2010-06-01,26.891,0.222,Gaza Strip
2013-06-01,26.016,1.358,Gaza Strip
1950-06-01,14.760000000000002,0.363,Georgia
1955-06-01,16.861,0.508,Georgia
1960-06-01,15.687000000000001,0.39899999999999997,Georgia
1965-06-01,16.417,0.447,Georgia
1970-06-01,15.591,0.257,Georgia
1975-06-01,18.035,0.26,Georgia
